date,price (in lakhs),bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_age,years_since_reno,log_sqft_living,dist_to_seattle,dist_to_seattle_km,luxury_score
2014-12-08,6.5,3,2.0,2800,10501,1.0,0,0,3,7,1400,1400.0,1954,0,98125,47.7055,-122.315,2260,6534,61,61,7.937731775260109,0.10076159982850548,11.115689190227581,10
2015-03-20,11.25,5,3.25,3080,13394,1.0,0,2,4,9,2230,850.0,1968,0,98033,47.6651,-122.19,2810,10720,47,47,8.033009498596668,0.15382334023157843,12.50033370857943,15
2015-05-04,2.03,3,1.0,840,6500,1.0,0,0,5,6,840,0.0,1969,0,98042,47.3637,-122.083,920,4680,46,46,6.734591659972948,0.347645020099525,32.824853957076755,11
2014-08-07,3.11,2,1.0,860,3300,1.0,0,0,5,6,860,0.0,1903,0,98118,47.5496,-122.279,1380,4400,112,112,6.7580945044277305,0.07760908451979324,7.448129143823035,11
2015-04-28,3.875,6,2.0,2400,7684,1.0,0,0,3,6,1200,1200.0,1932,2005,98028,47.7705,-122.269,1290,9800,83,10,7.783640596221253,0.17600028409067417,18.869993280400593,9
2015-03-18,3.7,4,2.0,1640,7200,1.0,0,0,3,7,1640,0.0,1963,0,98155,47.7471,-122.324,1500,9000,52,52,7.403061091090091,0.14113263265453724,15.679097529348576,10
2014-07-24,2.28,2,1.0,1060,6100,1.0,0,0,3,6,1060,0.0,1951,0,98125,47.7317,-122.296,1550,9150,64,64,6.966967138613983,0.13058889692465486,14.214363532769328,9
2014-05-28,7.4,2,1.75,2080,4800,1.0,0,0,5,7,1080,1000.0,1923,0,98117,47.6896,-122.362,1310,4800,92,92,7.640603826393634,0.08859779906972548,9.540309038290667,12
2014-07-10,2.0,4,2.0,2090,6630,1.0,0,0,3,7,1070,1020.0,1974,0,98178,47.5077,-122.268,1550,7980,41,41,7.645397699428633,0.1175204663026819,11.962389004581405,10
2014-07-09,6.6,3,1.0,1240,3500,1.0,0,0,4,7,1240,0.0,1927,0,98103,47.6835,-122.347,1650,3360,88,88,7.123672785204607,0.07872293185597243,8.667543751433639,11
2014-07-09,2.75,4,2.0,2030,8426,2.0,0,0,3,7,2030,0.0,1944,0,98168,47.4806,-122.287,1190,7007,71,71,7.616283561580385,0.13345175158085718,14.370493802646603,10
2015-04-29,7.08,2,1.0,1120,5250,1.0,0,0,3,7,950,170.0,1938,0,98199,47.6496,-122.392,1510,5250,77,77,7.02197642307216,0.07397006151139615,6.5908013830598255,10
2014-05-19,2.8,3,2.5,1270,9675,2.0,0,0,3,8,1270,0.0,1993,0,98045,47.4639,-121.744,1270,11700,22,22,7.147559271189454,0.605070987570877,46.899523188480345,11
2015-01-06,3.25,4,2.5,2260,5702,2.0,0,0,3,8,2260,0.0,2002,0,98042,47.3488,-122.151,2450,6381,13,13,7.72356247227797,0.3147252293668278,31.692864016628505,11
2014-08-20,4.95,3,2.5,1780,47480,2.0,0,0,3,7,1780,0.0,1995,0,98045,47.4723,-121.707,1890,51836,20,20,7.484930283289661,0.6392802358903372,49.22912018429453,10
2014-09-22,6.91,2,2.0,1780,3810,1.5,0,0,3,7,980,800.0,1922,0,98119,47.6474,-122.362,1690,3810,93,93,7.484930283289661,0.050906286448724275,5.099854745732018,10
2014-07-02,22.88,4,2.5,4080,18362,2.0,0,2,4,11,4080,0.0,1983,0,98004,47.6344,-122.214,4080,19991,32,32,8.314097335405807,0.12142013836262708,9.390586396898618,17
2015-04-28,3.295,3,2.5,2120,22482,1.0,0,0,5,7,1360,760.0,1979,0,98001,47.341,-122.265,2330,16016,36,36,7.659642954564682,0.2735570324447894,29.917033637215237,12
2014-08-05,3.48,3,2.5,2060,7458,2.0,0,0,3,9,2060,0.0,1989,0,98023,47.3045,-122.351,2480,7743,26,26,7.630946580890459,0.3022914156902283,33.577591515337765,12
2014-11-14,4.25,2,1.0,1670,6212,1.0,0,0,4,7,1670,0.0,1947,0,98125,47.7152,-122.282,1670,7272,68,68,7.421177528595393,0.1199625358184814,12.68773147301025,11
2014-05-19,2.1,3,1.0,1080,21043,1.0,0,0,3,6,1080,0.0,1942,0,98106,47.5515,-122.357,1380,7620,73,73,6.985641817639208,0.06010074874742037,6.362668806937981,9
2014-12-20,2.85,2,1.0,1210,4895,1.0,0,0,3,6,710,500.0,1951,0,98126,47.5202,-122.373,1100,6000,64,64,7.099201743553092,0.0952302998000131,10.043105114872837,9
2015-04-30,2.22,3,1.0,990,8840,1.0,0,0,3,6,990,0.0,1966,0,98023,47.3074,-122.371,1120,8625,49,49,6.898714534329988,0.3013215060363263,33.35351685339366,9
2014-05-27,2.0,4,2.5,1720,9600,1.0,0,0,3,7,1120,600.0,1961,0,98092,47.2917,-122.188,1520,9400,54,54,7.450660796211539,0.34594083309144064,36.61101860653353,10
2014-10-02,2.475,3,2.0,1530,8749,1.0,0,0,3,7,1530,0.0,1995,0,98023,47.2974,-122.372,1750,8749,20,20,7.333676395657684,0.3113670663381068,34.467807769701764,10
2014-08-20,15.0,4,5.5,6550,217374,1.0,0,0,3,11,5400,1150.0,2006,0,98058,47.4302,-122.095,4110,50378,9,9,8.787372988731876,0.29528360943337134,26.457970637152627,14
2014-11-20,1.9,3,1.75,1100,9452,1.0,0,0,3,6,1100,0.0,1942,0,98146,47.4864,-122.337,1350,9452,73,73,7.00397413672268,0.11990016680555353,13.326228040590177,9
2014-12-15,9.75,4,2.5,3020,4950,1.5,0,0,4,9,2020,1000.0,1921,0,98112,47.6467,-122.304,2300,5450,94,94,8.013343181386672,0.04929361013356435,4.971432691542943,13
2014-12-23,11.3,4,3.0,3180,4649,2.0,0,0,4,9,2070,1110.0,1925,0,98105,47.6583,-122.273,2720,5980,90,90,8.064950891749143,0.07878591244632292,7.292026818401926,13
2015-05-04,2.832,4,1.75,1830,12540,1.0,0,0,4,8,1130,700.0,1958,0,98003,47.3348,-122.324,2020,12540,57,57,7.5126175446745105,0.2715208463451746,30.184443846279546,12
2014-07-14,6.5,3,2.5,2540,8073,1.0,0,0,4,8,1880,660.0,1937,0,98177,47.7176,-122.36,2110,7702,78,78,7.840312983320164,0.11484062869907707,12.56210007948068,12
2014-05-13,4.495,3,2.0,1770,6610,1.0,0,0,4,7,960,810.0,1954,0,98133,47.7703,-122.343,2010,4361,61,61,7.479299637782834,0.16446160646181035,18.26531899204594,11
2014-10-22,4.0,3,1.75,1470,6682,1.0,0,0,3,7,1470,0.0,1987,0,98034,47.7315,-122.226,1790,7379,28,28,7.293697720601438,0.16418678387738303,16.03871846338887,10
2015-02-19,0.8995,1,1.0,570,4080,1.0,0,0,3,5,570,0.0,1942,0,98146,47.5098,-122.334,890,5100,73,73,6.3473892096560105,0.09641872224832969,10.720139066716124,8
2014-11-24,1.588,3,1.0,960,8291,1.0,0,0,3,6,960,0.0,1950,0,98146,47.5006,-122.334,1110,8231,65,65,6.8679744089702925,0.105617091419905,11.743049947064751,9
2014-09-17,8.7,4,3.0,2940,7108,2.0,0,1,3,9,2220,720.0,2011,0,98136,47.5437,-122.395,2240,7950,4,4,7.9865049385539955,0.08867164146444952,8.400102939630655,13
2015-03-06,1.96,3,1.5,1000,18568,1.0,0,0,3,6,1000,0.0,1989,0,98001,47.2976,-122.271,1610,17420,26,26,6.90875477931522,0.3145904798305228,34.62092622301258,9
2014-07-31,8.5,3,1.75,2450,8603,1.0,0,0,5,8,1340,1110.0,1940,0,98199,47.6536,-122.414,2280,5779,75,75,7.804251383528112,0.09462753299119857,8.08985244891474,13
2014-09-23,7.75,4,2.5,3310,5101,2.0,0,0,3,9,3310,0.0,2005,0,98052,47.6649,-122.08,3010,5176,10,10,8.105005537547246,0.25884377527767505,19.985270256957605,12
2014-08-01,4.835,3,2.5,1670,4308,2.0,0,0,3,8,1670,0.0,2001,0,98027,47.5307,-122.047,1670,2897,14,14,7.421177528595393,0.29492755042552343,22.977932044300378,11
2015-04-02,3.87,3,1.5,1620,21929,2.0,0,0,3,7,1620,0.0,1990,0,98019,47.767,-121.903,1600,21679,25,25,7.390798521735676,0.458239511609369,36.76140587491335,10
2015-01-24,9.0,3,3.0,2990,30869,2.0,0,0,3,10,2990,0.0,1951,2003,98155,47.7602,-122.278,1750,15802,64,12,8.003363058629947,0.16322625401570032,17.59641254695104,13
2015-04-07,3.36,3,1.5,1240,5000,1.0,0,2,3,7,1240,0.0,1964,0,98106,47.5659,-122.36,1050,5000,51,51,7.123672785204607,0.04901530373261293,4.94562361884536,12
2015-04-17,4.15,2,1.0,670,6000,1.0,0,0,5,6,670,0.0,1949,0,98118,47.561,-122.275,1240,5040,66,66,6.508769136971682,0.07282478973535808,6.603166626091163,11
2015-02-05,3.8,0,0.0,1470,979,3.0,0,2,3,8,1470,0.0,2006,0,98133,47.7145,-122.356,1470,1399,9,9,7.293697720601438,0.1109058158979945,12.174707280827459,13
2014-08-11,3.5,3,1.5,1320,4400,1.0,0,0,3,6,1320,0.0,1909,0,98112,47.6231,-122.292,1350,4400,106,106,7.186144304522325,0.04351574427721095,3.544897854221009,9
2014-11-17,13.2,4,5.25,6110,10369,2.0,0,0,3,11,6110,0.0,2005,0,98059,47.5285,-122.135,4190,10762,10,10,8.717845704894916,0.21186245538083617,17.126565540570866,14
2014-08-06,7.65,3,1.75,2440,5800,1.0,0,3,4,8,1320,1120.0,1945,0,98199,47.6474,-122.412,2530,5800,70,70,7.80016307039296,0.0898968853743063,7.539287306279718,15
2014-10-20,5.27,4,2.5,2900,6736,2.0,0,0,3,8,2900,0.0,2013,0,98059,47.4954,-122.152,2900,6736,2,2,7.972810784121404,0.2114536592258445,18.288938479129257,11
2014-07-18,5.24,4,2.75,2310,5000,1.5,0,0,5,8,1480,830.0,1908,0,98118,47.5502,-122.268,1100,5000,107,107,7.745435610274381,0.08511644964400257,7.867200292210441,13
2014-07-15,4.48,2,1.0,1110,5413,1.0,0,0,3,6,890,220.0,1937,0,98115,47.6925,-122.32,1300,5413,78,78,7.01301578963963,0.08714413348011632,9.63883304776026,9
2014-07-07,7.75,4,3.25,4100,241322,2.0,0,0,3,9,2500,1600.0,1981,0,98072,47.7302,-122.096,3770,87821,34,34,8.31898612539206,0.26668185165098396,22.420435970525308,12
2015-01-16,1.765,3,1.0,930,9900,1.5,0,0,4,5,930,0.0,1910,0,98032,47.3745,-122.231,930,7200,105,105,6.836259277277067,0.25279655852088284,26.860368021461962,9
2015-04-16,7.5,4,2.25,2420,11120,1.0,0,2,4,8,1620,800.0,1952,0,98146,47.4954,-122.366,2210,8497,63,63,7.791935956938058,0.11586997022525387,12.580343162622611,14
2014-12-02,12.65,4,2.25,2870,6000,1.0,0,0,5,8,1730,1140.0,1951,0,98112,47.6362,-122.282,2370,5500,64,64,7.9624156801210635,0.058395290906032106,5.022683113146865,13
2015-02-26,2.5,3,1.0,1480,6750,1.0,0,0,3,7,1480,0.0,1958,0,98146,47.505,-122.366,1480,7594,57,57,7.300472814267799,0.10672698815201291,11.536897449707652,10
2014-10-28,7.59,3,2.75,1960,6390,1.5,0,2,5,8,1960,0.0,1900,0,98122,47.6032,-122.285,2440,5870,115,115,7.581209826196346,0.047195444695436815,3.5469153365711605,15
2014-12-11,6.4,3,2.0,1470,4640,1.5,0,0,4,7,1470,0.0,1926,0,98199,47.6398,-122.393,1700,5000,89,89,7.293697720601438,0.0695540796790558,5.898377359966821,11
2015-04-27,9.9,3,3.25,2460,4182,2.0,0,0,5,8,2100,360.0,1910,0,98115,47.6782,-122.311,2370,4284,105,105,7.8083230503910555,0.07502806141703879,8.160603978536889,13
2014-10-08,3.95,4,1.75,1960,7945,1.0,0,0,4,7,980,980.0,1946,0,98125,47.7326,-122.291,1290,7945,69,69,7.581209826196346,0.1329141452216399,14.38802945132343,11
2015-04-21,2.75,2,1.5,1160,1103,2.0,0,0,3,7,890,270.0,2006,0,98133,47.7677,-122.315,1160,1086,9,9,7.057036981697891,0.16240277091231814,18.00354093712864,10
2015-02-05,3.9,3,2.5,1910,4755,2.0,0,0,3,8,1910,0.0,1997,0,98059,47.4956,-122.162,2460,6099,18,18,7.555381944240273,0.20289497283076394,17.726038719924137,11
2015-03-24,7.525,5,2.75,2720,4680,1.5,0,0,4,8,1710,1010.0,1913,0,98107,47.6612,-122.363,1670,4800,102,102,7.908754738783246,0.06308573531314451,6.539336803164176,12
2015-02-27,4.5,2,1.0,1020,5000,1.5,0,0,4,6,1020,0.0,1906,0,98107,47.6725,-122.396,1490,5000,109,109,6.928537818164665,0.09208094265373405,8.790354865227812,10
2014-06-17,4.73,2,1.0,900,5100,1.0,0,0,4,7,900,0.0,1909,0,98117,47.6804,-122.378,1400,5100,106,106,6.803505257608338,0.08724935529847733,8.938568652844712,11
2015-03-23,1.785,3,1.75,1120,10450,1.0,0,0,3,7,1120,0.0,1973,0,98045,47.4418,-121.772,1250,10414,42,42,7.02197642307216,0.5837288497239026,45.857695272903335,10
2014-06-04,4.85,3,2.5,2340,59058,1.0,0,0,3,8,2340,0.0,1985,0,98038,47.4052,-122.028,2700,37263,30,30,7.75833346749091,0.36452408699562616,31.957670652354878,11
2015-03-27,2.15,3,1.5,1410,8415,1.0,0,0,4,7,780,630.0,1982,0,98023,47.2914,-122.368,1440,7361,33,33,7.2520539518528135,0.31684041724502054,35.10810054686177,11
2014-08-12,5.89,4,1.75,1920,4862,1.0,0,0,5,7,1060,860.0,1919,0,98116,47.5747,-122.384,1840,4862,96,96,7.560601162768557,0.060711283959412575,5.236132999610594,12
2015-04-17,3.25,4,1.75,1370,9993,1.0,0,0,3,6,1370,0.0,1918,0,98028,47.7572,-122.228,1650,11592,97,97,7.223295679562314,0.1834061340304609,18.510839610542323,9
2014-08-20,5.8,3,2.5,1590,1937,2.5,0,0,3,8,1590,0.0,2004,0,98116,47.5903,-122.388,1620,2022,11,11,7.372118028337787,0.05811729518827412,4.549089159561722,11
2014-07-16,1.811,4,1.75,1850,7500,1.0,0,0,3,7,1850,0.0,1954,0,98198,47.4217,-122.333,1460,7500,61,61,7.523481312573497,0.18450219510889285,20.515575312422804,10
2015-02-24,3.45,3,2.0,1430,4200,1.0,0,0,4,7,830,600.0,1908,0,98199,47.6462,-122.384,1540,5000,107,107,7.266128779556451,0.06552564383506874,5.908536505030046,11
2015-03-30,7.81,3,1.75,1940,8729,1.0,0,0,3,8,1460,480.0,1960,0,98125,47.7027,-122.282,2250,9165,55,55,7.57095858316901,0.10873021659134059,11.367544996460957,11
2014-10-23,4.025,4,1.0,1270,3630,1.5,0,0,3,7,1270,0.0,1903,0,98122,47.6135,-122.307,1420,4848,112,112,7.147559271189454,0.0261400076511035,2.04923959525969,10
2015-04-20,4.26,3,1.5,1380,7200,1.0,0,0,3,7,1080,300.0,1948,0,98106,47.5292,-122.348,1220,7200,67,67,7.2305631534092925,0.07862448727972593,8.64471042448177,10
2014-09-05,3.89,3,2.5,1720,4515,2.0,0,0,3,7,1720,0.0,2005,0,98065,47.5426,-121.879,2220,4618,10,10,7.450660796211539,0.4575418778647403,34.71746972588195,10
2014-07-07,6.7,6,3.0,4050,36171,2.0,0,0,4,8,2620,1430.0,1970,0,98027,47.4708,-122.015,3660,42874,45,45,8.30671904320269,0.3447978683228753,28.165487984265063,12
2014-05-21,15.06,4,3.25,3660,5800,2.5,0,0,3,10,3360,300.0,1909,1995,98112,47.6283,-122.312,3240,5800,106,20,8.205491613120236,0.029873399538720938,2.8824711115823938,13
2014-05-21,2.884,3,2.25,1870,3230,2.0,0,0,3,7,1870,0.0,1997,0,98056,47.4915,-122.167,1620,3363,18,18,7.534228326274089,0.20103258442351646,17.78217760378562,10
2015-02-19,7.0,4,2.0,2230,4635,1.5,0,0,5,7,1510,720.0,1908,0,98103,47.682,-122.349,1520,4635,107,107,7.7102051944325325,0.07766112283504777,8.523135166809343,12
2015-03-31,8.3,4,3.0,2020,6000,1.0,0,0,3,8,1220,800.0,1968,2015,98199,47.6563,-122.401,1400,6000,47,0,7.611347717403621,0.08518931857926762,7.595443631960903,11
2014-09-11,18.99,2,2.75,3690,32044,2.0,1,4,3,12,3690,0.0,1989,0,98166,47.4485,-122.369,2310,26988,26,26,8.213652703029998,0.16195956285443508,17.752962048217977,22
2014-10-09,3.505,2,1.0,1450,6380,1.0,0,0,3,7,1450,0.0,1967,0,98115,47.6924,-122.321,1240,6380,48,48,7.280008252884188,0.08691173683686021,9.620999879109442,10
2015-05-03,4.31,3,1.75,1630,9000,1.0,0,0,4,7,1630,0.0,1956,0,98166,47.4521,-122.36,1600,11120,59,59,7.396948602621014,0.15660530003802567,17.26270279052058,11
2014-10-31,4.85,3,2.5,1840,8250,1.0,0,1,3,8,1340,500.0,1958,0,98177,47.7767,-122.378,1970,7920,57,57,7.518064181233078,0.17657026929808783,19.26749501059513,12
2014-10-10,7.8,3,1.5,1620,7500,1.0,0,2,4,8,1620,0.0,1949,0,98117,47.7014,-122.381,2440,7800,66,66,7.390798521735676,0.1070245298985238,11.201500721161931,14
2014-08-01,7.2,2,1.5,1840,9000,1.0,0,2,3,8,1340,500.0,1957,0,98136,47.5281,-122.388,1880,7560,58,58,7.518064181233078,0.0960438441546401,9.644000432128538,13
2015-02-20,4.15,3,1.0,1360,73616,1.0,0,0,3,7,1360,0.0,1971,0,98072,47.7528,-122.119,2040,50965,44,44,7.215975002651466,0.258656471018992,22.808969342973672,10
2014-06-20,4.8,4,1.0,2080,5500,1.0,0,0,3,7,1040,1040.0,1941,0,98117,47.6838,-122.386,1280,4000,74,74,7.640603826393634,0.09448264390881196,9.526776450687587,10
2014-09-16,4.5225,4,2.25,2550,10000,1.0,0,0,4,7,1560,990.0,1979,0,98028,47.77,-122.259,2440,10000,36,36,7.844240718141811,0.17937126302727574,19.01787705627332,11
2015-04-06,3.16,3,2.5,2550,8170,2.0,0,0,3,8,2550,0.0,1985,0,98023,47.311,-122.345,1840,8823,30,30,7.844240718141811,0.29548172532324357,32.83906653392626,11
2014-10-10,7.0,2,1.0,1160,17635,1.0,1,4,3,6,1160,0.0,1945,0,98178,47.5117,-122.248,1510,13122,70,70,7.057036981697891,0.12650320154051195,12.25728497181693,16
2014-07-29,2.85,4,2.0,1760,5500,1.0,0,1,3,7,780,980.0,1925,2004,98118,47.5183,-122.265,1510,5500,90,11,7.473637108496206,0.1105839952253449,10.994549808627196,11
2014-09-18,5.75,3,1.75,1720,4050,1.0,0,0,5,7,860,860.0,1906,0,98115,47.6782,-122.314,1720,4410,109,109,7.450660796211539,0.07424021821088293,8.120061235951535,12
2014-07-22,5.9,3,2.25,2300,12430,1.0,0,2,4,8,1580,720.0,1960,0,98166,47.435,-122.347,2500,12430,55,55,7.741099090035366,0.1718471704742314,19.06942432177896,14
2015-02-26,5.875,4,1.75,2500,20868,1.0,0,2,3,8,1600,900.0,1956,0,98166,47.431,-122.338,2170,15026,59,59,7.824445930877619,0.1752993154578799,19.486388775912303,13
2014-09-22,3.64,4,2.25,1750,10270,1.5,0,0,4,8,1750,0.0,1968,0,98155,47.7612,-122.31,1750,10127,47,47,7.467942332285852,0.15656758923864197,17.31443227859672,12
2014-12-17,4.9,3,2.5,1890,10190,2.0,0,0,3,8,1890,0.0,1986,0,98074,47.6478,-122.061,2080,9794,29,29,7.544861068658458,0.2742731667516787,20.836251239777862,11
2014-05-05,4.1,3,2.25,1800,36704,1.0,0,0,4,8,1360,440.0,1978,0,98027,47.4688,-122.013,2730,36404,37,37,7.496097345175956,0.34742419317024337,28.411838373769562,12
2014-10-28,5.2,3,2.5,2160,4297,2.0,0,0,3,9,2160,0.0,1999,0,98029,47.5476,-122.012,2160,3968,16,16,7.6783263565068856,0.325419682871208,24.879783074764315,12
2014-10-08,3.89,3,1.0,1380,6591,1.0,0,0,4,7,1380,0.0,1947,0,98133,47.7164,-122.351,1610,6594,68,68,7.2305631534092925,0.11180898890518531,12.335159875870644,11
2014-11-18,4.5,2,1.0,1180,6000,1.0,0,0,3,7,1180,0.0,1910,0,98119,47.6531,-122.373,1600,6000,105,105,7.074116816197362,0.062228771480728334,6.048990911959879,10
2014-12-05,3.25,3,2.5,2550,4240,2.0,0,0,3,7,2550,0.0,2006,0,98031,47.3986,-122.169,2550,4240,9,9,7.844240718141811,0.26400638249860503,26.13391824691375,10
2015-03-13,6.6,2,1.0,1070,5000,1.0,0,0,3,7,1070,0.0,1924,0,98103,47.6631,-122.337,1400,4000,91,91,6.976348070447749,0.05711059446372389,6.3376352885713185,10
2014-06-20,8.5,3,2.25,2870,8170,2.0,0,0,3,10,2250,620.0,1995,0,98136,47.5363,-122.385,1310,8170,20,20,7.9624156801210635,0.0876608236329173,8.72706575439595,13
2014-08-06,2.85,3,2.5,1940,9874,2.0,0,0,3,7,1940,0.0,1990,0,98042,47.3794,-122.113,1860,8875,25,25,7.57095858316901,0.3153459211722911,30.11608652690385,10
2014-12-11,3.95,2,1.0,870,3121,1.0,0,0,4,7,870,0.0,1923,0,98107,47.6659,-122.369,1570,1777,92,92,6.769641976852503,0.07018333135439025,7.191087305481871,11
2014-07-17,4.4,3,2.0,1550,2401,2.0,0,0,3,7,1550,0.0,1996,0,98103,47.6545,-122.348,1550,3446,19,19,7.346655163176539,0.05084977876057898,5.501289854323182,10
2015-03-13,2.49,3,1.75,1400,5648,1.5,0,0,5,6,1400,0.0,1917,0,98056,47.5133,-122.196,2320,9420,98,98,7.244941546337007,0.16478355500473876,14.525973803921936,11
2015-02-27,6.35,3,1.75,1210,4400,1.5,0,0,4,8,1210,0.0,1930,0,98105,47.6621,-122.288,2020,3750,85,85,7.099201743553092,0.07120126403372452,7.0395511473881704,12
2014-08-11,5.15,3,2.5,3430,48993,2.0,0,0,3,9,3430,0.0,2001,0,98001,47.2609,-122.27,2460,36256,14,14,8.14060704285845,0.35083970698882033,38.678683713280165,12
2015-01-30,14.0,3,3.25,3020,6073,2.0,0,0,4,9,3020,0.0,1954,0,98112,47.6332,-122.29,3020,7700,61,61,8.013343181386672,0.05001409801245317,4.355491204158062,13
2015-03-04,2.0,2,1.0,950,8100,1.0,0,0,3,6,950,0.0,1955,0,98166,47.4572,-122.351,1620,7630,60,60,6.85751406254539,0.15019390799896098,16.628695208916252,9
2014-05-06,11.35,4,2.75,3370,8103,1.0,0,3,3,9,1970,1400.0,1970,2014,98136,47.5232,-122.383,2120,6360,45,1,8.12296471523406,0.09736431584517807,9.988119695573396,15
2014-11-17,4.45,4,1.0,1460,4600,1.0,0,2,3,6,780,680.0,1946,0,98126,47.566,-122.38,1560,4600,69,69,7.2868764117507,0.06253359097317017,5.734710542113021,11
2014-07-07,5.55,3,1.5,1740,4200,1.5,0,0,4,7,1640,100.0,1920,0,98117,47.6782,-122.361,1660,3750,95,95,7.462214939768189,0.07758356784783611,8.29363859336452,11
2014-09-24,5.37,4,2.0,1720,6413,1.0,0,0,4,7,860,860.0,1950,0,98116,47.5734,-122.395,1280,6413,65,65,7.450660796211539,0.07093835351909428,5.962636832466697,11
2015-01-27,3.15,3,1.75,1480,7500,1.0,0,0,4,7,1480,0.0,1968,0,98055,47.4629,-122.187,1480,7500,47,47,7.300472814267799,0.20393356761455633,19.301765352602064,11
2015-01-29,8.05,5,2.5,3320,7266,2.0,0,0,3,9,3320,0.0,2000,0,98075,47.5862,-122.054,3060,10269,15,15,8.108021221376747,0.27881823828436564,20.97141321599283,12
2014-08-26,4.14,4,2.5,3490,9030,1.5,0,0,4,8,3490,0.0,1969,0,98023,47.3198,-122.386,2540,8400,46,46,8.157943507105037,0.29142781267408246,32.102962952600535,12
2014-08-15,3.75,2,1.5,1160,1648,2.0,0,0,3,7,1160,0.0,2002,0,98144,47.5916,-122.293,1458,2351,13,13,7.057036981697891,0.0417369141168739,3.3512206598490577,10
2015-03-04,4.01,4,1.75,3010,12523,1.0,0,0,3,8,1780,1230.0,1952,0,98125,47.707,-122.316,2040,7560,63,63,8.010027528481734,0.1020776665093777,11.273127592821256,11
2015-01-28,2.1,3,1.0,1030,4583,1.0,0,0,3,7,1030,0.0,1967,0,98198,47.4231,-122.329,1730,8023,48,48,6.93828448401696,0.18312624061013533,20.361122130951582,10
2014-07-22,3.65,2,1.0,980,5110,1.0,0,0,4,7,780,200.0,1939,0,98115,47.7002,-122.314,1430,5110,76,76,6.8885724595653635,0.09572674652363554,10.53988072540681,11
2015-02-24,1.78,5,1.5,1990,18200,1.0,0,0,3,7,1990,0.0,1960,0,98178,47.4938,-122.262,1860,8658,55,55,7.596392304064196,0.1324679961349145,13.560469917332618,10
2014-05-20,7.1,2,1.0,1790,4000,1.0,0,0,4,7,1040,750.0,1923,0,98112,47.6405,-122.301,1310,4000,92,92,7.490529402060711,0.04630010799123272,4.469803739344582,11
2014-05-09,2.55,2,1.0,810,7980,1.0,0,0,1,6,810,0.0,1928,0,98146,47.489,-122.337,1440,7980,87,87,6.698268054115413,0.11730238701748995,13.037233533760377,7
2014-12-04,5.28,5,2.25,2940,38009,1.0,0,0,3,8,1700,1240.0,1977,0,98077,47.7653,-122.077,2620,38300,38,38,7.9865049385539955,0.3006473349291493,26.031185370645986,11
2015-04-07,5.37,4,4.25,4883,26040,2.0,0,3,3,10,3859,1024.0,2006,0,98092,47.263,-122.216,3736,9870,9,9,8.493719835230594,0.36230574105305424,39.148462316649585,16
2014-08-04,4.42,4,1.5,1360,6110,1.0,0,0,3,7,1010,350.0,1955,0,98116,47.5755,-122.396,1520,6110,60,60,7.215975002651466,0.07089217164116697,5.883575823719255,10
2015-04-14,3.75,3,1.75,1370,19550,1.0,0,0,3,7,1370,0.0,1978,2006,98014,47.7002,-121.912,1430,17550,37,9,7.223295679562314,0.4304881066882017,33.15715359576479,10
2014-11-21,6.3725,4,2.5,2120,3220,2.0,0,0,3,9,2120,0.0,2005,0,98052,47.6662,-122.083,2120,3547,10,10,7.659642954564682,0.256224140158572,19.8209177537084,12
2015-03-30,4.275,3,1.75,1240,7200,1.0,0,0,5,7,1240,0.0,1942,0,98136,47.5142,-122.389,1640,7200,73,73,7.123672785204607,0.10817398023554296,11.085150936826402,12
2015-03-31,7.0,4,2.5,2770,89298,2.0,0,0,3,8,2770,0.0,2004,0,98053,47.6624,-122.01,2650,89298,11,11,7.9269635448629785,0.32696612974434275,24.930789580444745,11
2015-03-19,6.8,3,1.75,1660,5750,1.0,0,0,4,7,1080,580.0,1909,0,98116,47.5843,-122.385,2060,5560,106,106,7.415175109613295,0.05725399549377285,4.65458345501675,11
2014-08-28,3.9382,2,2.0,1170,8251,1.0,0,0,3,7,1170,0.0,1941,0,98115,47.6873,-122.291,1360,6798,74,74,7.065613363597717,0.09091985481730543,9.529017995645006,10
2014-08-20,5.25,4,2.75,2470,7200,1.0,0,0,5,7,1350,1120.0,1940,0,98108,47.5631,-122.317,1500,6000,75,75,7.81237820598861,0.045668588767339195,4.924495838443962,12
2015-01-15,5.05,2,1.75,1310,3816,1.0,0,0,2,7,1110,200.0,1929,0,98117,47.679,-122.368,1510,3816,86,86,7.1785454837637,0.08117049956726881,8.530097810188131,9
2014-11-11,5.55565,3,2.0,1670,11337,1.0,0,1,4,7,1670,0.0,1959,0,98033,47.6602,-122.188,2210,11337,56,56,7.421177528595393,0.15388570433928764,12.354868708282414,12
2014-10-29,6.5,3,1.75,1660,10819,1.0,0,0,4,7,1240,420.0,1942,0,98177,47.7045,-122.379,3110,11853,73,73,7.415175109613295,0.1089151045539649,11.481057746852969,11
2014-09-17,6.325,5,3.25,3500,7254,2.0,0,0,3,8,2760,740.0,2005,0,98065,47.5444,-121.881,2820,6317,10,10,8.160803920954665,0.4553135732657185,34.52964026479415,11
